(97, 42, 0, 1, 3, 7, 0, 0, 2),
(97, 44, 0, 1, 0, 2, 1, 0, 1),
(97, 46, 0, 1, 0, 5, 0, 0, 1),
(98, 42, 0, 0, 2, 4, 1, 0, 2),
(98, 44, 0, 0, 2, 5, 0, 0, 0),
(98, 46, 0, 0, 0, 5, 0, 0, 0),
(99, 42, 0, 0, 0, 2, 0, 0, 0),
(99, 44, 0, 2, 0, 7, 0, 0, 0),
(99, 46, 0, 1, 1, 5, 0, 0, 1),
(100, 42, 0, 0, 1, 4, 0, 0, 1),
(100, 44, 0, 0, 0, 6, 0, 0, 0),
(100, 46, 0, 2, 1, 6, 0, 0, 0),
